Date,EAFE Standard Core
12/13/05,1670.52
12/14/05,1681.04
12/15/05,1666.24
12/16/05,1680.59
12/19/05,1680.64
12/20/05,1677.31
12/21/05,1680.75
12/22/05,1686.48
12/23/05,1688.44
12/26/05,1690.97
12/27/05,1687.25
12/28/05,1695.05
12/29/05,1696.07
12/30/05,1680.13
01/02/06,1684.06
01/03/06,1714.66
01/04/06,1746.61
01/05/06,1748.30
01/06/06,1766.02
01/09/06,1763.64
01/10/06,1747.46
01/11/06,1762.20
01/12/06,1763.95
01/13/06,1758.89
01/16/06,1759.15
01/17/06,1732.17
01/18/06,1712.27
01/19/06,1732.83
01/20/06,1725.22
01/23/06,1733.65
01/24/06,1736.15
01/25/06,1745.97
01/26/06,1761.47
01/27/06,1775.83
01/30/06,1771.82
01/31/06,1782.57
02/01/06,1783.86
02/02/06,1772.84
02/03/06,1758.89
02/06/06,1760.26
02/07/06,1755.53
02/08/06,1738.12
02/09/06,1756.25
02/10/06,1745.31
02/13/06,1739.37
02/14/06,1741.55
02/15/06,1741.82
02/16/06,1747.96
02/17/06,1745.96
02/20/06,1745.96
02/21/06,1753.46
02/22/06,1757.08
02/23/06,1773.94
02/24/06,1774.67
02/27/06,1784.59
02/28/06,1776.42
03/01/06,1779.20
03/02/06,1773.55
03/03/06,1768.87
03/06/06,1775.21
03/07/06,1751.54
03/08/06,1741.99
03/09/06,1762.04
03/10/06,1762.20
03/13/06,1784.17
03/14/06,1798.91
03/15/06,1803.82
03/16/06,1812.63
03/17/06,1822.98
03/20/06,1831.88
03/21/06,1820.67
03/22/06,1824.11
03/23/06,1807.24
03/24/06,1818.84
03/27/06,1817.44
03/28/06,1814.93
03/29/06,1808.48
03/30/06,1841.74
03/31/06,1827.65
04/03/06,1847.64
04/04/06,1856.81
04/05/06,1863.06
04/06/06,1872.15
04/07/06,1856.25
04/10/06,1857.32
04/11/06,1844.21
04/12/06,1831.89
04/13/06,1833.89
04/14/06,1834.11
04/17/06,1850.89
04/18/06,1858.54
04/19/06,1881.50
04/20/06,1882.90
04/21/06,1900.52
04/24/06,1892.42
04/25/06,1897.64
04/26/06,1906.95
04/27/06,1915.32
04/28/06,1910.15
05/01/06,1922.80
05/02/06,1940.17
05/03/06,1925.98
05/04/06,1938.19
05/05/06,1961.44
05/08/06,1970.55
05/09/06,1980.26
05/10/06,1973.10
05/11/06,1966.83
05/12/06,1938.74
05/15/06,1909.90
05/16/06,1904.08
05/17/06,1867.35
05/18/06,1850.82
05/19/06,1834.21
05/22/06,1800.99
05/23/06,1827.84
05/24/06,1804.64
05/25/06,1816.04
05/26/06,1841.75
05/29/06,1846.45
05/30/06,1834.52
05/31/06,1826.73
06/01/06,1829.85
06/02/06,1856.09
06/05/06,1845.59
06/06/06,1791.65
06/07/06,1782.97
06/08/06,1718.24
06/09/06,1747.48
06/12/06,1732.74
06/13/06,1681.70
06/14/06,1691.78
06/15/06,1725.54
06/16/06,1736.14
06/19/06,1730.23
06/20/06,1733.98
06/21/06,1740.35
06/22/06,1750.44
06/23/06,1743.61
06/26/06,1743.72
06/27/06,1741.82
06/28/06,1729.07
06/29/06,1759.79
06/30/06,1822.88
07/03/06,1830.94
07/04/06,1836.43
07/05/06,1804.74
07/06/06,1818.00
07/07/06,1828.86
07/10/06,1830.34
07/11/06,1816.47
07/12/06,1802.99
07/13/06,1782.42
07/14/06,1746.83
07/17/06,1726.83
07/18/06,1708.45
07/19/06,1742.17
07/20/06,1771.38
07/21/06,1762.51
07/24/06,1775.98
07/25/06,1784.59
07/26/06,1784.07
07/27/06,1822.18
07/28/06,1840.12
07/31/06,1839.66
08/01/06,1823.36
08/02/06,1844.78
08/03/06,1831.87
08/04/06,1859.43
08/07/06,1830.27
08/08/06,1836.35
08/09/06,1853.17
08/10/06,1831.93
08/11/06,1828.49
08/14/06,1841.77
08/15/06,1859.26
08/16/06,1879.98
08/17/06,1885.29
08/18/06,1879.54
08/21/06,1883.41
08/22/06,1880.03
08/23/06,1871.60
08/24/06,1868.45
08/25/06,1859.78
08/28/06,1864.87
08/29/06,1871.13
08/30/06,1885.22
08/31/06,1885.49
09/01/06,1891.70
09/04/06,1914.88
09/05/06,1904.74
09/06/06,1882.76
09/07/06,1856.11
09/08/06,1854.97
09/11/06,1837.67
09/12/06,1849.88
09/13/06,1853.73
09/14/06,1867.11
09/15/06,1857.97
09/18/06,1861.34
09/19/06,1859.11
09/20/06,1864.07
09/21/06,1876.50
09/22/06,1865.33
09/25/06,1855.57
09/26/06,1861.63
09/27/06,1885.48
09/28/06,1886.04
09/29/06,1885.26
10/02/06,1898.64
10/03/06,1891.99
10/04/06,1890.59
10/05/06,1910.67
10/06/06,1897.64
10/09/06,1899.32
10/10/06,1901.50
10/11/06,1902.18
10/12/06,1909.86
10/13/06,1912.35
10/16/06,1925.31
10/17/06,1913.29
10/18/06,1922.03
10/19/06,1931.86
10/20/06,1938.99
10/23/06,1939.66
10/24/06,1940.21
10/25/06,1948.84
10/26/06,1962.60
10/27/06,1965.02
10/30/06,1952.73
10/31/06,1957.65
11/01/06,1966.24
11/02/06,1958.92
11/03/06,1952.86
11/06/06,1967.55
11/07/06,1989.26
11/08/06,1975.20
11/09/06,1971.94
11/10/06,1978.57
11/13/06,1969.62
11/14/06,1975.63
11/15/06,1981.00
11/16/06,1980.71
11/17/06,1972.40
11/20/06,1960.65
11/21/06,1965.93
11/22/06,1988.63
11/23/06,1989.14
11/24/06,1990.64
11/27/06,1976.34
11/28/06,1972.29
11/29/06,2000.42
11/30/06,2012.31
12/01/06,2010.99
12/04/06,2018.26
12/05/06,2025.36
12/06/06,2033.85
12/07/06,2041.14
12/08/06,2040.09
12/11/06,2034.67
12/12/06,2045.12
12/13/06,2052.17
12/14/06,2059.85
12/15/06,2060.37
12/18/06,2057.84
12/19/06,2053.24
12/20/06,2066.10
12/21/06,2062.94
12/22/06,2055.92
12/25/06,2054.27
12/26/06,2052.99
12/27/06,2070.18
12/28/06,2073.58
12/29/06,2074.48
01/01/07,2074.48
01/02/07,2105.85
01/03/07,2094.29
01/04/07,2080.51
01/05/07,2052.14
01/08/07,2051.56
01/09/07,2057.05
01/10/07,2030.00
01/11/07,2044.30
01/12/07,2066.34
01/15/07,2081.96
01/16/07,2071.71
01/17/07,2075.02
01/18/07,2075.16
01/19/07,2084.11
01/22/07,2085.67
01/23/07,2095.03
01/24/07,2102.99
01/25/07,2096.77
01/26/07,2075.36
01/29/07,2082.57
01/30/07,2092.09
01/31/07,2087.68
02/01/07,2114.90
02/02/07,2116.82
02/05/07,2108.06
02/06/07,2121.03
02/07/07,2131.71
02/08/07,2117.80
02/09/07,2124.91
02/12/07,2111.01
02/13/07,2124.19
02/14/07,2155.52
02/15/07,2166.43
02/16/07,2161.26
02/19/07,2169.32
02/20/07,2165.33
02/21/07,2149.71
02/22/07,2156.45
02/23/07,2172.23
02/26/07,2182.60
02/27/07,2150.11
02/28/07,2102.26
03/01/07,2082.62
03/02/07,2075.42
03/05/07,2032.57
03/06/07,2057.57
03/07/07,2068.79
03/08/07,2091.92
03/09/07,2094.30
03/12/07,2102.88
03/13/07,2087.08
03/14/07,2035.79
03/15/07,2071.07
03/16/07,2074.66
03/19/07,2098.60
03/20/07,2114.62
03/21/07,2120.42
03/22/07,2158.46
03/23/07,2161.62
03/26/07,2153.87
03/27/07,2148.41
03/28/07,2141.87
03/29/07,2150.14
03/30/07,2147.51
04/02/07,2152.13
04/03/07,2172.57
04/04/07,2186.05
04/05/07,2191.19
04/06/07,2190.05
04/09/07,2184.44
04/10/07,2205.66
04/11/07,2204.06
04/12/07,2202.45
04/13/07,2207.74
04/16/07,2235.60
04/17/07,2239.40
04/18/07,2241.90
04/19/07,2228.48
04/20/07,2246.66
04/23/07,2241.82
04/24/07,2233.62
04/25/07,2242.52
04/26/07,2239.41
04/27/07,2233.63
04/30/07,2235.40
05/01/07,2224.25
05/02/07,2235.78
05/03/07,2236.78
05/04/07,2253.55
05/07/07,2269.49
05/08/07,2244.61
05/09/07,2256.02
05/10/07,2235.59
05/11/07,2240.07
05/14/07,2242.88
05/15/07,2248.21
05/16/07,2240.02
05/17/07,2232.72
05/18/07,2243.97
05/21/07,2241.01
05/22/07,2246.81
05/23/07,2265.03
05/24/07,2244.74
05/25/07,2238.12
05/28/07,2242.89
05/29/07,2251.60
05/30/07,2240.28
05/31/07,2263.21
06/01/07,2277.33
06/04/07,2285.36
06/05/07,2282.30
06/06/07,2256.31
06/07/07,2232.93
06/08/07,2209.63
06/11/07,2222.94
06/12/07,2209.43
06/13/07,2208.03
06/14/07,2234.95
06/15/07,2264.39
06/18/07,2268.79
06/19/07,2265.31
06/20/07,2273.12
06/21/07,2256.19
06/22/07,2249.61
06/25/07,2247.04
06/26/07,2239.77
06/27/07,2219.87
06/28/07,2243.72
06/29/07,2262.24
07/02/07,2278.47
07/03/07,2292.16
07/04/07,2300.35
07/05/07,2289.65
07/06/07,2299.97
07/09/07,2310.93
07/10/07,2306.78
07/11/07,2301.56
07/12/07,2317.06
07/13/07,2332.72
07/16/07,2335.71
07/17/07,2327.93
07/18/07,2306.82
07/19/07,2327.85
07/20/07,2319.14
07/23/07,2321.14
07/24/07,2303.52
07/25/07,2271.82
07/26/07,2224.51
07/27/07,2192.30
07/30/07,2195.62
07/31/07,2227.50
08/01/07,2186.97
08/02/07,2198.42
08/03/07,2193.21
08/06/07,2179.44
08/07/07,2192.98
08/08/07,2232.07
08/09/07,2200.05
08/10/07,2131.95
08/13/07,2156.88
08/14/07,2135.56
08/15/07,2103.79
08/16/07,2039.86
08/17/07,2056.10
08/20/07,2081.67
08/21/07,2093.65
08/22/07,2119.69
08/23/07,2144.98
08/24/07,2155.80
08/27/07,2162.82
08/28/07,2137.73
08/29/07,2135.38
08/30/07,2153.50
08/31/07,2187.29
09/03/07,2189.41
09/04/07,2194.75
09/05/07,2170.82
09/06/07,2181.94
09/07/07,2160.69
09/10/07,2138.93
09/11/07,2170.20
09/12/07,2180.22
09/13/07,2187.41
09/14/07,2179.71
09/17/07,2155.11
09/18/07,2162.14
09/19/07,2236.83
09/20/07,2250.84
09/21/07,2250.86
09/24/07,2255.33
09/25/07,2249.07
